year,sport,event,sex,original_change_type,refined_change_type,event_family,standard_event_family,true_new_medal_opportunity_flag,restored_event_flag,rename_or_split_likely_flag,opportunity_delta_vs_prev_games,confidence_level,note
2004,Sailing,Sailing Men's Two Person Keelboat,men,added,likely_renamed_or_reclassified,Two Person Keelboat,two person keelboat,0,0,1,0.0,low,"Same sport standardized family appears among removed events, but sex differs or is ambiguous. Rule-based classification; not a perfect rename detector."
2004,Sailing,Sailing Mixed Three Person Keelboat,mixed,removed,removed,Three Person Keelboat,three person keelboat,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2004,Sailing,Sailing Mixed Two Person Keelboat,mixed,removed,removed,Two Person Keelboat,two person keelboat,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2004,Sailing,Sailing Women's Three Person Keelboat,women,added,likely_renamed_or_reclassified,Three Person Keelboat,three person keelboat,0,0,1,0.0,low,"Same sport standardized family appears among removed events, but sex differs or is ambiguous. Rule-based classification; not a perfect rename detector."
2004,Wrestling,"Wrestling Men's Bantamweight, Freestyle",men,removed,removed,"Bantamweight, Freestyle",bantamweight freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2004,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",men,removed,removed,"Bantamweight, Greco-Roman",bantamweight greco roman,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2004,Wrestling,"Wrestling Women's Flyweight, Freestyle",women,added,true_added,"Flyweight, Freestyle",flyweight freestyle,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2004,Wrestling,"Wrestling Women's Heavyweight, Freestyle",women,added,true_added,"Heavyweight, Freestyle",heavyweight freestyle,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2004,Wrestling,"Wrestling Women's Lightweight, Freestyle",women,added,true_added,"Lightweight, Freestyle",lightweight freestyle,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2004,Wrestling,"Wrestling Women's Middleweight, Freestyle",women,added,true_added,"Middleweight, Freestyle",middleweight freestyle,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2008,Athletics,"Athletics Women's 3,000 metres Steeplechase",women,added,true_added,"3,000 metres Steeplechase",steeplechase,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2008,Cycling,"Cycling Men's 1,000 metres Time Trial",men,removed,removed,"1,000 metres Time Trial",time trial,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2008,Cycling,Cycling Men's BMX,men,added,true_added,BMX,bmx,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2008,Cycling,Cycling Women's 500 metres Time Trial,women,removed,removed,500 metres Time Trial,time trial,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2008,Cycling,Cycling Women's BMX,women,added,true_added,BMX,bmx,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2008,Fencing,"Fencing Men's Foil, Team",men,removed,removed,"Foil, Team",foil team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2008,Fencing,"Fencing Women's Foil, Team",women,restored,restored,"Foil, Team",foil team,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2008,Fencing,"Fencing Women's Sabre, Team",women,added,true_added,"Sabre, Team",sabre team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2008,Fencing,"Fencing Women's epee, Team",women,removed,removed,"epee, Team",epee team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2008,Shooting,"Shooting Men's Running Target, 10 metres",men,removed,removed,"Running Target, 10 metres",running target,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
2008,Shooting,Shooting Women's Double Trap,women,removed,removed,Double Trap,double trap,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
2008,Swimming,Swimming Men's 10 kilometres Open Water,open_unknown,added,true_added,10 kilometres Water,water,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2008,Swimming,Swimming Women's 10 kilometres Open Water,open_unknown,added,true_added,10 kilometres Water,water,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2008,Table Tennis,Table Tennis Men's Doubles,men,removed,removed,Doubles,doubles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2008,Table Tennis,Table Tennis Men's Team,men,added,true_added,Team,team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2008,Table Tennis,Table Tennis Women's Doubles,women,removed,removed,Doubles,doubles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2008,Table Tennis,Table Tennis Women's Team,women,added,true_added,Team,team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Baseball,Baseball Men's Baseball,men,removed,removed,Baseball,baseball,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
2012,Boxing,Boxing Men's Featherweight,men,removed,removed,Featherweight,featherweight,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Boxing,Boxing Women's Flyweight,women,added,true_added,Flyweight,flyweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Boxing,Boxing Women's Lightweight,women,added,true_added,Lightweight,lightweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Boxing,Boxing Women's Middleweight,women,added,true_added,Middleweight,middleweight,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",men,removed,removed,"Canadian Doubles, 500 metres",canadian doubles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",men,added,likely_renamed_or_reclassified,"Canadian Singles, 200 metres",canadian singles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2012,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",men,removed,removed,"Canadian Singles, 500 metres",canadian singles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",men,added,likely_renamed_or_reclassified,"Kayak Doubles, 200 metres",kayak doubles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2012,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",men,removed,removed,"Kayak Doubles, 500 metres",kayak doubles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",men,added,likely_renamed_or_reclassified,"Kayak Singles, 200 metres",kayak singles,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2012,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",men,removed,removed,"Kayak Singles, 500 metres",kayak singles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",women,added,likely_renamed_or_reclassified,"Kayak Singles, 200 metres",kayak singles,0,0,1,0.0,low,"Same sport standardized family appears among removed events, but sex differs or is ambiguous. Rule-based classification; not a perfect rename detector."
2012,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",men,removed,removed,"Individual Pursuit, 4,000 metres",individual pursuit,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Cycling,Cycling Men's Madison,men,removed,removed,Madison,madison,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Cycling,Cycling Men's Omnium,men,added,true_added,Omnium,omnium,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Cycling,Cycling Men's Points Race,men,removed,removed,Points Race,points race,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",women,removed,removed,"Individual Pursuit, 3,000 metres",individual pursuit,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Cycling,Cycling Women's Keirin,women,added,true_added,Keirin,keirin,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Cycling,Cycling Women's Omnium,women,added,true_added,Omnium,omnium,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Cycling,Cycling Women's Points Race,women,removed,removed,Points Race,points race,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Cycling,Cycling Women's Team Pursuit,women,added,true_added,Team Pursuit,team pursuit,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Cycling,Cycling Women's Team Sprint,women,added,true_added,Team Sprint,team sprint,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Fencing,"Fencing Men's Foil, Team",men,restored,restored,"Foil, Team",foil team,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2012,Fencing,"Fencing Men's epee, Team",men,removed,removed,"epee, Team",epee team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Fencing,"Fencing Women's Sabre, Team",women,removed,removed,"Sabre, Team",sabre team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Fencing,"Fencing Women's epee, Team",women,restored,restored,"epee, Team",epee team,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2012,Sailing,Sailing Men's One Person Heavyweight Dinghy,men,added,true_added,One Person Heavyweight Dinghy,one person heavyweight dinghy,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2012,Sailing,Sailing Men's Skiff,men,added,likely_renamed_or_reclassified,Skiff,skiff,0,0,1,0.0,low,"Same sport standardized family appears among removed events, but sex differs or is ambiguous. Rule-based classification; not a perfect rename detector."
2012,Sailing,Sailing Mixed Multihull,mixed,removed,removed,Multihull,multihull,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Sailing,Sailing Mixed One Person Dinghy,mixed,removed,removed,One Person Dinghy,one person dinghy,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Sailing,Sailing Mixed Skiff,mixed,removed,removed,Skiff,skiff,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2012,Softball,Softball Women's Softball,women,removed,removed,Softball,softball,0,0,0,-1.0,medium,Raw adjacent-Games comparison shows the event absent in the current Games. Rule-based classification; not a perfect rename detector.
2012,Tennis,Tennis Mixed Doubles,mixed,restored,restored,Doubles,doubles,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2016,Fencing,"Fencing Men's Sabre, Team",men,removed,removed,"Sabre, Team",sabre team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2016,Fencing,"Fencing Men's epee, Team",men,restored,restored,"epee, Team",epee team,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2016,Fencing,"Fencing Women's Foil, Team",women,removed,removed,"Foil, Team",foil team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2016,Fencing,"Fencing Women's Sabre, Team",women,restored,restored,"Sabre, Team",sabre team,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2016,Golf,Golf Men's Individual,men,restored,restored,Individual,individual,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2016,Golf,Golf Women's Individual,women,restored,restored,Individual,individual,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2016,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,men,added,true_added,Rugby Sevens,rugby sevens,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2016,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,women,added,true_added,Rugby Sevens,rugby sevens,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2016,Sailing,Sailing Men's Two Person Keelboat,men,removed,removed,Two Person Keelboat,two person keelboat,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2016,Sailing,Sailing Mixed Multihull,mixed,restored,restored,Multihull,multihull,0,1,0,1.0,medium,"Event family appeared before, disappeared, and returned; treated as restored, not brand-new. Rule-based classification; not a perfect rename detector."
2016,Sailing,Sailing Women's Skiff,women,added,true_added,Skiff,skiff,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2016,Sailing,Sailing Women's Three Person Keelboat,women,removed,removed,Three Person Keelboat,three person keelboat,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2016,Wrestling,"Wrestling Men's Lightweight, Freestyle",men,removed,removed,"Lightweight, Freestyle",lightweight freestyle,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2016,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",men,removed,removed,"Lightweight, Greco-Roman",lightweight greco roman,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2016,Wrestling,"Wrestling Women's Featherweight, Freestyle",women,added,true_added,"Featherweight, Freestyle",featherweight freestyle,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2016,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",women,added,true_added,"Light-Heavyweight, Freestyle",light heavyweight freestyle,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,3x3 Basketball,Men Team,men,added,true_added,Men Team,men team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,3x3 Basketball,Women Team,women,added,true_added,Women Team,women team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Archery,Archery Men's Individual,men,removed,removed,Individual,individual,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Archery,Archery Men's Team,men,removed,removed,Team,team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Archery,Men's Individual,men,added,likely_renamed_or_reclassified,Individual,individual,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Archery,Men's Team,men,added,likely_renamed_or_reclassified,Team,team,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Archery,Mixed Team,mixed,added,likely_renamed_or_reclassified,Team,team,0,0,1,0.0,low,"Same sport standardized family appears among removed events, but sex differs or is ambiguous. Rule-based classification; not a perfect rename detector."
2020,Archery,Archery Women's Individual,women,removed,removed,Individual,individual,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Archery,Archery Women's Team,women,removed,removed,Team,team,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Archery,Women's Individual,women,added,likely_renamed_or_reclassified,Individual,individual,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Archery,Women's Team,women,added,likely_renamed_or_reclassified,Team,team,0,0,1,0.0,medium,Same sport/sex standardized family appears among removed events in the same transition. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Men's All-Around,men,added,true_added,All-Around,all around,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Men's Floor Exercise,men,added,true_added,Floor Exercise,floor exercise,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Men's Horizontal Bar,men,added,true_added,Horizontal Bar,horizontal bar,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Men's Parallel Bars,men,added,true_added,Parallel Bars,parallel bars,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Men's Pommel Horse,men,added,true_added,Pommel Horse,pommel horse,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Men's Rings,men,added,true_added,Rings,rings,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Men's Team,men,added,true_added,Team,team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Men's Vault,men,added,true_added,Vault,vault,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Women's All-Around,women,added,true_added,All-Around,all around,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Women's Balance Beam,women,added,true_added,Balance Beam,balance beam,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Women's Floor Exercise,women,added,true_added,Floor Exercise,floor exercise,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Women's Team,women,added,true_added,Team,team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Women's Uneven Bars,women,added,true_added,Uneven Bars,uneven bars,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Gymnastics,Women's Vault,women,added,true_added,Vault,vault,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Swimming,Duet Team,women,added,true_added,Duet Team,duet team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Artistic Swimming,Team,women,added,true_added,Team,team,1,0,0,1.0,medium,No same-transition standardized-family removal detected; conservatively treated as a true added medal opportunity. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Athletics Men's 1,500 metres",men,removed,removed,"1,500 metres",,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Athletics Men's 10,000 metres",men,removed,removed,"10,000 metres",,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 100 metres,men,removed,removed,100 metres,,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 110 metres Hurdles,men,removed,removed,110 metres Hurdles,hurdles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 20 kilometres Walk,men,removed,removed,20 kilometres Walk,walk,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 200 metres,men,removed,removed,200 metres,,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Athletics Men's 3,000 metres Steeplechase",men,removed,removed,"3,000 metres Steeplechase",steeplechase,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 4 x 100 metres Relay,men,removed,removed,4 x 100 metres Relay,x relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 4 x 400 metres Relay,men,removed,removed,4 x 400 metres Relay,x relay,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 400 metres,men,removed,removed,400 metres,,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 400 metres Hurdles,men,removed,removed,400 metres Hurdles,hurdles,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Athletics Men's 5,000 metres",men,removed,removed,"5,000 metres",,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 50 kilometres Walk,men,removed,removed,50 kilometres Walk,walk,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's 800 metres,men,removed,removed,800 metres,,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Decathlon,men,removed,removed,Decathlon,decathlon,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Discus Throw,men,removed,removed,Discus Throw,discus throw,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Hammer Throw,men,removed,removed,Hammer Throw,hammer throw,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's High Jump,men,removed,removed,High Jump,high jump,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Javelin Throw,men,removed,removed,Javelin Throw,javelin throw,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Long Jump,men,removed,removed,Long Jump,long jump,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Marathon,men,removed,removed,Marathon,marathon,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Pole Vault,men,removed,removed,Pole Vault,pole vault,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Shot Put,men,removed,removed,Shot Put,shot put,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,Athletics Men's Triple Jump,men,removed,removed,Triple Jump,triple jump,0,0,0,-1.0,medium,Removal coincides with added/restored event in same sport; may be paired with reclassification. Rule-based classification; not a perfect rename detector.
2020,Athletics,"Men's 10,000m",men,added,uncertain,"10,000m",,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
2020,Athletics,Men's 100m,men,added,uncertain,100m,,0,0,0,,low,Event family is missing or too generic to classify as a true new opportunity. Rule-based classification; not a perfect rename detector.
