year,sport,event,sex,change_type,event_family,note
1996,Fencing,"Fencing Women's epee, Team",women,added,"epee, Team",Detected from adjacent Summer Games event-set comparison.
1996,Football,Football Women's Football,women,added,Football,Detected from adjacent Summer Games event-set comparison.
1996,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,women,added,Group,Detected from adjacent Summer Games event-set comparison.
1996,Rowing,Rowing Men's Lightweight Coxless Fours,men,added,Lightweight Coxless Fours,Detected from adjacent Summer Games event-set comparison.
1996,Rowing,Rowing Men's Lightweight Double Sculls,men,added,Lightweight Double Sculls,Detected from adjacent Summer Games event-set comparison.
1996,Rowing,Rowing Women's Lightweight Double Sculls,women,added,Lightweight Double Sculls,Detected from adjacent Summer Games event-set comparison.
1996,Sailing,Sailing Mixed One Person Dinghy,mixed,restored,One Person Dinghy,Detected from adjacent Summer Games event-set comparison.
1996,Shooting,Shooting Men's Double Trap,men,added,Double Trap,Detected from adjacent Summer Games event-set comparison.
1996,Shooting,Shooting Men's Skeet,men,added,Skeet,Detected from adjacent Summer Games event-set comparison.
1996,Shooting,Shooting Men's Trap,men,restored,Trap,Detected from adjacent Summer Games event-set comparison.
1996,Shooting,Shooting Women's Double Trap,women,added,Double Trap,Detected from adjacent Summer Games event-set comparison.
1996,Softball,Softball Women's Softball,women,added,Softball,Detected from adjacent Summer Games event-set comparison.
1996,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,women,added,4 x 200 metres Freestyle Relay,Detected from adjacent Summer Games event-set comparison.
1996,Synchronized Swimming,Synchronized Swimming Women's Team,women,added,Team,Detected from adjacent Summer Games event-set comparison.
1996,Athletics,"Athletics Women's 3,000 metres",women,removed,"3,000 metres",Present in 1992 but absent in 1996.
1996,Cycling,Cycling Men's 100 kilometres Team Time Trial,men,removed,100 kilometres Team Time Trial,Present in 1992 but absent in 1996.
1996,Modern Pentathlon,Modern Pentathlon Men's Team,men,removed,Team,Present in 1992 but absent in 1996.
1996,Rowing,Rowing Men's Coxed Fours,men,removed,Coxed Fours,Present in 1992 but absent in 1996.
1996,Rowing,Rowing Men's Coxed Pairs,men,removed,Coxed Pairs,Present in 1992 but absent in 1996.
1996,Rowing,Rowing Women's Coxless Fours,women,removed,Coxless Fours,Present in 1992 but absent in 1996.
1996,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,mixed,removed,Two Person Heavyweight Dinghy,Present in 1992 but absent in 1996.
1996,Shooting,Shooting Mixed Skeet,mixed,removed,Skeet,Present in 1992 but absent in 1996.
1996,Shooting,Shooting Mixed Trap,mixed,removed,Trap,Present in 1992 but absent in 1996.
1996,Synchronized Swimming,Synchronized Swimming Women's Duet,women,removed,Duet,Present in 1992 but absent in 1996.
1996,Synchronized Swimming,Synchronized Swimming Women's Solo,women,removed,Solo,Present in 1992 but absent in 1996.
2000,Athletics,Athletics Women's 20 kilometres Walk,women,added,20 kilometres Walk,Detected from adjacent Summer Games event-set comparison.
2000,Athletics,Athletics Women's Hammer Throw,women,added,Hammer Throw,Detected from adjacent Summer Games event-set comparison.
2000,Athletics,Athletics Women's Pole Vault,women,added,Pole Vault,Detected from adjacent Summer Games event-set comparison.
2000,Cycling,Cycling Men's Keirin,men,added,Keirin,Detected from adjacent Summer Games event-set comparison.
2000,Cycling,Cycling Men's Madison,men,added,Madison,Detected from adjacent Summer Games event-set comparison.
2000,Cycling,Cycling Men's Team Sprint,men,added,Team Sprint,Detected from adjacent Summer Games event-set comparison.
2000,Cycling,Cycling Women's 500 metres Time Trial,women,added,500 metres Time Trial,Detected from adjacent Summer Games event-set comparison.
2000,Diving,Diving Men's Synchronized Platform,men,added,Synchronized Platform,Detected from adjacent Summer Games event-set comparison.
2000,Diving,Diving Men's Synchronized Springboard,men,added,Synchronized Springboard,Detected from adjacent Summer Games event-set comparison.
2000,Diving,Diving Women's Synchronized Platform,women,added,Synchronized Platform,Detected from adjacent Summer Games event-set comparison.
2000,Diving,Diving Women's Synchronized Springboard,women,added,Synchronized Springboard,Detected from adjacent Summer Games event-set comparison.
2000,Modern Pentathlon,Modern Pentathlon Women's Individual,women,added,Individual,Detected from adjacent Summer Games event-set comparison.
2000,Sailing,Sailing Mixed Skiff,mixed,added,Skiff,Detected from adjacent Summer Games event-set comparison.
2000,Shooting,Shooting Women's Skeet,women,added,Skeet,Detected from adjacent Summer Games event-set comparison.
2000,Shooting,Shooting Women's Trap,women,added,Trap,Detected from adjacent Summer Games event-set comparison.
2000,Synchronized Swimming,Synchronized Swimming Women's Duet,women,restored,Duet,Detected from adjacent Summer Games event-set comparison.
2000,Taekwondo,Taekwondo Men's Featherweight,men,added,Featherweight,Detected from adjacent Summer Games event-set comparison.
2000,Taekwondo,Taekwondo Men's Flyweight,men,added,Flyweight,Detected from adjacent Summer Games event-set comparison.
2000,Taekwondo,Taekwondo Men's Heavyweight,men,added,Heavyweight,Detected from adjacent Summer Games event-set comparison.
2000,Taekwondo,Taekwondo Men's Welterweight,men,added,Welterweight,Detected from adjacent Summer Games event-set comparison.
2000,Taekwondo,Taekwondo Women's Featherweight,women,added,Featherweight,Detected from adjacent Summer Games event-set comparison.
2000,Taekwondo,Taekwondo Women's Flyweight,women,added,Flyweight,Detected from adjacent Summer Games event-set comparison.
2000,Taekwondo,Taekwondo Women's Heavyweight,women,added,Heavyweight,Detected from adjacent Summer Games event-set comparison.
2000,Taekwondo,Taekwondo Women's Welterweight,women,added,Welterweight,Detected from adjacent Summer Games event-set comparison.
2000,Trampolining,Trampolining Men's Individual,men,added,Individual,Detected from adjacent Summer Games event-set comparison.
2000,Trampolining,Trampolining Women's Individual,women,added,Individual,Detected from adjacent Summer Games event-set comparison.
2000,Triathlon,Triathlon Men's Olympic Distance,men,added,Olympic Distance,Detected from adjacent Summer Games event-set comparison.
2000,Triathlon,Triathlon Women's Olympic Distance,women,added,Olympic Distance,Detected from adjacent Summer Games event-set comparison.
2000,Water Polo,Water Polo Women's Water Polo,women,added,Water Polo,Detected from adjacent Summer Games event-set comparison.
2000,Weightlifting,Weightlifting Men's Heavyweight,men,restored,Heavyweight,Detected from adjacent Summer Games event-set comparison.
2000,Weightlifting,Weightlifting Women's Featherweight,women,added,Featherweight,Detected from adjacent Summer Games event-set comparison.
2000,Weightlifting,Weightlifting Women's Flyweight,women,added,Flyweight,Detected from adjacent Summer Games event-set comparison.
2000,Weightlifting,Weightlifting Women's Heavyweight,women,added,Heavyweight,Detected from adjacent Summer Games event-set comparison.
2000,Weightlifting,Weightlifting Women's Light-Heavyweight,women,added,Light-Heavyweight,Detected from adjacent Summer Games event-set comparison.
2000,Weightlifting,Weightlifting Women's Lightweight,women,added,Lightweight,Detected from adjacent Summer Games event-set comparison.
2000,Weightlifting,Weightlifting Women's Middleweight,women,added,Middleweight,Detected from adjacent Summer Games event-set comparison.
2000,Weightlifting,Weightlifting Women's Super-Heavyweight,women,added,Super-Heavyweight,Detected from adjacent Summer Games event-set comparison.
2000,Athletics,Athletics Women's 10 kilometres Walk,women,removed,10 kilometres Walk,Present in 1996 but absent in 2000.
2000,Weightlifting,Weightlifting Men's Flyweight,men,removed,Flyweight,Present in 1996 but absent in 2000.
2000,Weightlifting,Weightlifting Men's Heavyweight II,men,removed,Heavyweight II,Present in 1996 but absent in 2000.
2000,Weightlifting,Weightlifting Men's Heavyweight I,men,removed,Heavyweight I,Present in 1996 but absent in 2000.
2000,Wrestling,"Wrestling Men's Flyweight, Freestyle",men,removed,"Flyweight, Freestyle",Present in 1996 but absent in 2000.
2000,Wrestling,"Wrestling Men's Flyweight, Greco-Roman",men,removed,"Flyweight, Greco-Roman",Present in 1996 but absent in 2000.
2000,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",men,removed,"Light-Flyweight, Freestyle",Present in 1996 but absent in 2000.
2000,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",men,removed,"Light-Flyweight, Greco-Roman",Present in 1996 but absent in 2000.
2004,Fencing,"Fencing Women's Sabre, Individual",women,added,"Sabre, Individual",Detected from adjacent Summer Games event-set comparison.
2004,Sailing,Sailing Men's Two Person Keelboat,men,added,Two Person Keelboat,Detected from adjacent Summer Games event-set comparison.
2004,Sailing,Sailing Women's Three Person Keelboat,women,added,Three Person Keelboat,Detected from adjacent Summer Games event-set comparison.
2004,Wrestling,"Wrestling Women's Flyweight, Freestyle",women,added,"Flyweight, Freestyle",Detected from adjacent Summer Games event-set comparison.
2004,Wrestling,"Wrestling Women's Heavyweight, Freestyle",women,added,"Heavyweight, Freestyle",Detected from adjacent Summer Games event-set comparison.
2004,Wrestling,"Wrestling Women's Lightweight, Freestyle",women,added,"Lightweight, Freestyle",Detected from adjacent Summer Games event-set comparison.
2004,Wrestling,"Wrestling Women's Middleweight, Freestyle",women,added,"Middleweight, Freestyle",Detected from adjacent Summer Games event-set comparison.
2004,Boxing,Boxing Men's Light-Middleweight,men,removed,Light-Middleweight,Present in 2000 but absent in 2004.
2004,Fencing,"Fencing Women's Foil, Team",women,removed,"Foil, Team",Present in 2000 but absent in 2004.
2004,Sailing,Sailing Mixed Three Person Keelboat,mixed,removed,Three Person Keelboat,Present in 2000 but absent in 2004.
2004,Sailing,Sailing Mixed Two Person Keelboat,mixed,removed,Two Person Keelboat,Present in 2000 but absent in 2004.
2004,Wrestling,"Wrestling Men's Bantamweight, Freestyle",men,removed,"Bantamweight, Freestyle",Present in 2000 but absent in 2004.
2004,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",men,removed,"Bantamweight, Greco-Roman",Present in 2000 but absent in 2004.
2008,Athletics,"Athletics Women's 3,000 metres Steeplechase",women,added,"3,000 metres Steeplechase",Detected from adjacent Summer Games event-set comparison.
2008,Cycling,Cycling Men's BMX,men,added,BMX,Detected from adjacent Summer Games event-set comparison.
2008,Cycling,Cycling Women's BMX,women,added,BMX,Detected from adjacent Summer Games event-set comparison.
2008,Fencing,"Fencing Women's Foil, Team",women,restored,"Foil, Team",Detected from adjacent Summer Games event-set comparison.
2008,Fencing,"Fencing Women's Sabre, Team",women,added,"Sabre, Team",Detected from adjacent Summer Games event-set comparison.
2008,Swimming,Swimming Men's 10 kilometres Open Water,open_unknown,added,10 kilometres Water,Detected from adjacent Summer Games event-set comparison.
2008,Swimming,Swimming Women's 10 kilometres Open Water,open_unknown,added,10 kilometres Water,Detected from adjacent Summer Games event-set comparison.
2008,Table Tennis,Table Tennis Men's Team,men,added,Team,Detected from adjacent Summer Games event-set comparison.
2008,Table Tennis,Table Tennis Women's Team,women,added,Team,Detected from adjacent Summer Games event-set comparison.
2008,Cycling,"Cycling Men's 1,000 metres Time Trial",men,removed,"1,000 metres Time Trial",Present in 2004 but absent in 2008.
2008,Cycling,Cycling Women's 500 metres Time Trial,women,removed,500 metres Time Trial,Present in 2004 but absent in 2008.
2008,Fencing,"Fencing Men's Foil, Team",men,removed,"Foil, Team",Present in 2004 but absent in 2008.
2008,Fencing,"Fencing Women's epee, Team",women,removed,"epee, Team",Present in 2004 but absent in 2008.
2008,Shooting,"Shooting Men's Running Target, 10 metres",men,removed,"Running Target, 10 metres",Present in 2004 but absent in 2008.
2008,Shooting,Shooting Women's Double Trap,women,removed,Double Trap,Present in 2004 but absent in 2008.
2008,Table Tennis,Table Tennis Men's Doubles,men,removed,Doubles,Present in 2004 but absent in 2008.
2008,Table Tennis,Table Tennis Women's Doubles,women,removed,Doubles,Present in 2004 but absent in 2008.
2012,Boxing,Boxing Women's Flyweight,women,added,Flyweight,Detected from adjacent Summer Games event-set comparison.
2012,Boxing,Boxing Women's Lightweight,women,added,Lightweight,Detected from adjacent Summer Games event-set comparison.
2012,Boxing,Boxing Women's Middleweight,women,added,Middleweight,Detected from adjacent Summer Games event-set comparison.
2012,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",men,added,"Canadian Singles, 200 metres",Detected from adjacent Summer Games event-set comparison.
2012,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",men,added,"Kayak Doubles, 200 metres",Detected from adjacent Summer Games event-set comparison.
2012,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",men,added,"Kayak Singles, 200 metres",Detected from adjacent Summer Games event-set comparison.
2012,Canoeing,"Canoeing Women's Kayak Singles, 200 metres",women,added,"Kayak Singles, 200 metres",Detected from adjacent Summer Games event-set comparison.
2012,Cycling,Cycling Men's Omnium,men,added,Omnium,Detected from adjacent Summer Games event-set comparison.
2012,Cycling,Cycling Women's Keirin,women,added,Keirin,Detected from adjacent Summer Games event-set comparison.
2012,Cycling,Cycling Women's Omnium,women,added,Omnium,Detected from adjacent Summer Games event-set comparison.
2012,Cycling,Cycling Women's Team Pursuit,women,added,Team Pursuit,Detected from adjacent Summer Games event-set comparison.
2012,Cycling,Cycling Women's Team Sprint,women,added,Team Sprint,Detected from adjacent Summer Games event-set comparison.
2012,Fencing,"Fencing Men's Foil, Team",men,restored,"Foil, Team",Detected from adjacent Summer Games event-set comparison.
2012,Fencing,"Fencing Women's epee, Team",women,restored,"epee, Team",Detected from adjacent Summer Games event-set comparison.
2012,Sailing,Sailing Men's One Person Heavyweight Dinghy,men,added,One Person Heavyweight Dinghy,Detected from adjacent Summer Games event-set comparison.
2012,Sailing,Sailing Men's Skiff,men,added,Skiff,Detected from adjacent Summer Games event-set comparison.
2012,Tennis,Tennis Mixed Doubles,mixed,restored,Doubles,Detected from adjacent Summer Games event-set comparison.
2012,Baseball,Baseball Men's Baseball,men,removed,Baseball,Present in 2008 but absent in 2012.
2012,Boxing,Boxing Men's Featherweight,men,removed,Featherweight,Present in 2008 but absent in 2012.
2012,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",men,removed,"Canadian Doubles, 500 metres",Present in 2008 but absent in 2012.
2012,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",men,removed,"Canadian Singles, 500 metres",Present in 2008 but absent in 2012.
2012,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",men,removed,"Kayak Doubles, 500 metres",Present in 2008 but absent in 2012.
2012,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",men,removed,"Kayak Singles, 500 metres",Present in 2008 but absent in 2012.
2012,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",men,removed,"Individual Pursuit, 4,000 metres",Present in 2008 but absent in 2012.
2012,Cycling,Cycling Men's Madison,men,removed,Madison,Present in 2008 but absent in 2012.
2012,Cycling,Cycling Men's Points Race,men,removed,Points Race,Present in 2008 but absent in 2012.
2012,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres",women,removed,"Individual Pursuit, 3,000 metres",Present in 2008 but absent in 2012.
2012,Cycling,Cycling Women's Points Race,women,removed,Points Race,Present in 2008 but absent in 2012.
2012,Fencing,"Fencing Men's epee, Team",men,removed,"epee, Team",Present in 2008 but absent in 2012.
2012,Fencing,"Fencing Women's Sabre, Team",women,removed,"Sabre, Team",Present in 2008 but absent in 2012.
2012,Sailing,Sailing Mixed Multihull,mixed,removed,Multihull,Present in 2008 but absent in 2012.
2012,Sailing,Sailing Mixed One Person Dinghy,mixed,removed,One Person Dinghy,Present in 2008 but absent in 2012.
2012,Sailing,Sailing Mixed Skiff,mixed,removed,Skiff,Present in 2008 but absent in 2012.
2012,Softball,Softball Women's Softball,women,removed,Softball,Present in 2008 but absent in 2012.
2016,Fencing,"Fencing Men's epee, Team",men,restored,"epee, Team",Detected from adjacent Summer Games event-set comparison.
2016,Fencing,"Fencing Women's Sabre, Team",women,restored,"Sabre, Team",Detected from adjacent Summer Games event-set comparison.
2016,Golf,Golf Men's Individual,men,restored,Individual,Detected from adjacent Summer Games event-set comparison.
2016,Golf,Golf Women's Individual,women,restored,Individual,Detected from adjacent Summer Games event-set comparison.
2016,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,men,added,Rugby Sevens,Detected from adjacent Summer Games event-set comparison.
2016,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,women,added,Rugby Sevens,Detected from adjacent Summer Games event-set comparison.
2016,Sailing,Sailing Mixed Multihull,mixed,restored,Multihull,Detected from adjacent Summer Games event-set comparison.
2016,Sailing,Sailing Women's Skiff,women,added,Skiff,Detected from adjacent Summer Games event-set comparison.
2016,Wrestling,"Wrestling Women's Featherweight, Freestyle",women,added,"Featherweight, Freestyle",Detected from adjacent Summer Games event-set comparison.
2016,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",women,added,"Light-Heavyweight, Freestyle",Detected from adjacent Summer Games event-set comparison.
2016,Fencing,"Fencing Men's Sabre, Team",men,removed,"Sabre, Team",Present in 2012 but absent in 2016.
2016,Fencing,"Fencing Women's Foil, Team",women,removed,"Foil, Team",Present in 2012 but absent in 2016.
2016,Sailing,Sailing Men's Two Person Keelboat,men,removed,Two Person Keelboat,Present in 2012 but absent in 2016.
2016,Sailing,Sailing Women's Three Person Keelboat,women,removed,Three Person Keelboat,Present in 2012 but absent in 2016.
2016,Wrestling,"Wrestling Men's Lightweight, Freestyle",men,removed,"Lightweight, Freestyle",Present in 2012 but absent in 2016.
2016,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",men,removed,"Lightweight, Greco-Roman",Present in 2012 but absent in 2016.
2020,3x3 Basketball,Men Team,men,added,Men Team,Detected from adjacent Summer Games event-set comparison.
2020,3x3 Basketball,Women Team,women,added,Women Team,Detected from adjacent Summer Games event-set comparison.
2020,Archery,Men's Individual,men,added,Individual,Detected from adjacent Summer Games event-set comparison.
2020,Archery,Men's Team,men,added,Team,Detected from adjacent Summer Games event-set comparison.
2020,Archery,Mixed Team,mixed,added,Team,Detected from adjacent Summer Games event-set comparison.
2020,Archery,Women's Individual,women,added,Individual,Detected from adjacent Summer Games event-set comparison.
2020,Archery,Women's Team,women,added,Team,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Men's All-Around,men,added,All-Around,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Men's Floor Exercise,men,added,Floor Exercise,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Men's Horizontal Bar,men,added,Horizontal Bar,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Men's Parallel Bars,men,added,Parallel Bars,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Men's Pommel Horse,men,added,Pommel Horse,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Men's Rings,men,added,Rings,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Men's Team,men,added,Team,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Men's Vault,men,added,Vault,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Women's All-Around,women,added,All-Around,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Women's Balance Beam,women,added,Balance Beam,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Women's Floor Exercise,women,added,Floor Exercise,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Women's Team,women,added,Team,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Women's Uneven Bars,women,added,Uneven Bars,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Gymnastics,Women's Vault,women,added,Vault,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Swimming,Duet Team,women,added,Duet Team,Detected from adjacent Summer Games event-set comparison.
2020,Artistic Swimming,Team,women,added,Team,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,4 x 400m Relay Mixed Team,mixed,added,4 x 400m Relay Team,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,4 x 400m Relay Mixed,mixed,added,4 x 400m Relay,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,"Men's 10,000m",men,added,"10,000m",Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 100m,men,added,100m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 110m Hurdles,men,added,110m Hurdles,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 1500m,men,added,1500m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 200m,men,added,200m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 20km Race Walk,men,added,20km Race Walk,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 3000m Steeplechase,men,added,3000m Steeplechase,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 4 x 100m Relay Team,men,added,4 x 100m Relay Team,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 4 x 100m Relay,men,added,4 x 100m Relay,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 4 x 400m Relay Team,men,added,4 x 400m Relay Team,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 4 x 400m Relay,men,added,4 x 400m Relay,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 400m Hurdles,men,added,400m Hurdles,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 400m,men,added,400m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 5000m,men,added,5000m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 50km Race Walk,men,added,50km Race Walk,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's 800m,men,added,800m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Decathlon,men,added,Decathlon,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Discus Throw,men,added,Discus Throw,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Hammer Throw,men,added,Hammer Throw,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's High Jump,men,added,High Jump,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Javelin Throw,men,added,Javelin Throw,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Long Jump,men,added,Long Jump,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Marathon,men,added,Marathon,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Pole Vault,men,added,Pole Vault,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Shot Put,men,added,Shot Put,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Men's Triple Jump,men,added,Triple Jump,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,"Women's 10,000m",women,added,"10,000m",Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 100m Hurdles,women,added,100m Hurdles,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 100m,women,added,100m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 1500m,women,added,1500m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 200m,women,added,200m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 20km Race Walk,women,added,20km Race Walk,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 3000m Steeplechase,women,added,3000m Steeplechase,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 4 x 100m Relay Team,women,added,4 x 100m Relay Team,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 4 x 100m Relay,women,added,4 x 100m Relay,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 4 x 400m Relay Team,women,added,4 x 400m Relay Team,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 4 x 400m Relay,women,added,4 x 400m Relay,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 400m Hurdles,women,added,400m Hurdles,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 400m,women,added,400m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 5000m,women,added,5000m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's 800m,women,added,800m,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Discus Throw,women,added,Discus Throw,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Hammer Throw,women,added,Hammer Throw,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Heptathlon,women,added,Heptathlon,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's High Jump,women,added,High Jump,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Javelin Throw,women,added,Javelin Throw,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Long Jump,women,added,Long Jump,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Marathon,women,added,Marathon,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Pole Vault,women,added,Pole Vault,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Shot Put,women,added,Shot Put,Detected from adjacent Summer Games event-set comparison.
2020,Athletics,Women's Triple Jump,women,added,Triple Jump,Detected from adjacent Summer Games event-set comparison.
2020,Badminton,Men's Doubles Team,men,added,Doubles Team,Detected from adjacent Summer Games event-set comparison.
2020,Badminton,Men's Singles,men,added,Singles,Detected from adjacent Summer Games event-set comparison.
2020,Badminton,Mixed Doubles Team,mixed,added,Doubles Team,Detected from adjacent Summer Games event-set comparison.
2020,Badminton,Women's Doubles Team,women,added,Doubles Team,Detected from adjacent Summer Games event-set comparison.
2020,Badminton,Women's Singles,women,added,Singles,Detected from adjacent Summer Games event-set comparison.
2020,Baseball/Softball,Baseball Team,men,added,Baseball Team,Detected from adjacent Summer Games event-set comparison.
2020,Baseball/Softball,Softball Team,women,added,Softball Team,Detected from adjacent Summer Games event-set comparison.
2020,Basketball,Men Team,men,added,Men Team,Detected from adjacent Summer Games event-set comparison.
2020,Basketball,Women Team,women,added,Women Team,Detected from adjacent Summer Games event-set comparison.
2020,Beach Volleyball,Men Team,men,added,Men Team,Detected from adjacent Summer Games event-set comparison.
2020,Beach Volleyball,Women Team,women,added,Women Team,Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Men's Feather (52-57kg),men,added,Feather (52-57kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Men's Fly (48-52kg),men,added,Fly (48-52kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Men's Heavy (81-91kg),men,added,Heavy (81-91kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Men's Light (57-63kg),men,added,Light (57-63kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Men's Light Heavy (75-81kg),men,added,Light Heavy (75-81kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Men's Middle (69-75kg),men,added,Middle (69-75kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Men's Super Heavy (+91kg),men,added,Super Heavy (+91kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Men's Welter (63-69kg),men,added,Welter (63-69kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Women's Feather (54-57kg),women,added,Feather (54-57kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Women's Fly (48-51kg),women,added,Fly (48-51kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Women's Light (57-60kg),women,added,Light (57-60kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Women's Middle (69-75kg),women,added,Middle (69-75kg),Detected from adjacent Summer Games event-set comparison.
2020,Boxing,Women's Welter (64-69kg),women,added,Welter (64-69kg),Detected from adjacent Summer Games event-set comparison.
2020,Canoe Slalom,Men's Canoe,men,added,Canoe,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Slalom,Men's Kayak,men,added,Kayak,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Slalom,Women's Canoe,women,added,Canoe,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Slalom,Women's Kayak,women,added,Kayak,Detected from adjacent Summer Games event-set comparison.
2020,Canoe Sprint,Men's Canoe Double 1000m Team,men,added,Canoe Double 1000m Team,Detected from adjacent Summer Games event-set comparison.
